total,total_big3,yw,sx,yy,wl
213,85,28,46,11,60
235,106,82,11,13,25
295,167,91,34,42,94
352,141,18,94,29,63
435,228,92,91,45,67
304,74,12,12,50,72
327,140,70,67,3,76
318,163,45,78,40,23
243,108,59,28,21,68
302,139,28,12,99,0
237,155,53,50,52,61
396,223,96,80,47,87
210,36,17,10,9,58
207,57,0,11,46,56
330,181,91,81,9,67
232,79,3,67,9,17
431,215,89,35,91,60
269,108,71,24,13,25
309,144,12,66,66,17
351,134,52,77,5,92
353,181,83,38,60,94
368,229,74,61,94,62
432,171,16,57,98,87
281,161,9,61,91,26
321,151,96,18,37,55
343,163,22,56,85,32
288,172,99,67,6,19
182,6,4,0,2,93
322,157,62,80,15,22
185,91,8,27,56,72
332,112,10,76,26,77
357,172,2,77,93,73
376,174,77,90,7,77
253,153,71,5,77,21
323,175,17,68,90,21
297,173,77,82,14,37
273,111,15,5,91,23
363,188,90,5,93,59
291,190,0,99,91,48
381,256,72,88,96,48
257,38,1,15,22,99
292,127,72,43,12,17
254,149,29,45,75,42
385,174,72,16,86,74
382,129,35,43,51,70
195,141,0,65,76,4
273,137,70,56,11,2
464,261,84,97,80,49
247,188,58,83,47,30
240,132,32,10,90,14
267,111,51,24,36,59
296,183,61,71,51,22
346,205,35,94,76,50
325,188,64,59,65,78
380,164,35,50,79,94
304,81,7,65,9,82
345,163,90,24,49,91
369,183,61,42,80,86
365,184,21,66,97,87
222,82,14,48,20,23
175,54,34,4,16,2
270,156,77,42,37,75
281,167,62,79,26,2
240,141,12,60,69,81
226,98,9,15,74,46
194,118,51,15,52,5
296,146,31,53,62,91
289,131,41,25,65,2
385,247,58,94,95,4
317,134,4,86,44,33
158,45,12,0,33,81
273,117,92,3,22,83
208,48,11,32,5,56
313,174,37,88,49,56
441,230,76,61,93,54
278,151,19,47,85,91
219,100,0,62,38,9
271,87,29,30,28,33
420,262,73,97,92,35
306,168,5,74,89,12
342,155,20,88,47,17
353,223,87,79,57,24
370,218,62,97,59,7
368,226,86,85,55,43
219,101,29,19,53,41
259,143,57,78,8,4
277,180,85,28,67,0
304,167,72,48,47,73
299,160,49,53,58,65
391,199,85,56,58,71
349,187,90,70,27,31
360,214,97,55,62,15
272,184,39,59,86,16
351,150,74,43,33,94
241,95,35,7,53,23
323,162,94,5,63,35
268,111,81,20,10,4
251,161,94,45,22,50
248,149,47,92,10,8
325,139,35,41,63,44
321,195,85,39,71,4
410,188,76,79,33,45
362,217,56,68,93,15
323,227,64,81,82,38
378,184,82,54,48,49
411,167,82,80,5,95
308,147,30,84,33,78
278,160,38,41,81,41
221,113,26,1,86,72
292,227,83,48,96,8
266,114,37,48,29,52
431,231,63,97,71,66
319,155,25,52,78,67
272,175,75,55,45,28
333,160,72,20,68,37
246,145,68,63,14,8
396,177,67,60,50,76
328,166,48,57,61,72
365,178,86,43,49,69
304,127,26,93,8,67
379,163,22,42,99,99
169,105,1,49,55,26
392,247,77,75,95,59
302,190,62,38,90,82
313,243,86,87,70,46
244,127,56,48,23,13
299,116,79,33,4,35
333,135,23,30,82,92
264,105,4,65,36,96
277,126,3,90,33,51
137,61,17,17,27,38
317,128,58,33,37,48
127,79,28,34,17,23
493,259,81,98,80,46
345,145,47,21,77,41
406,191,75,64,52,85
225,61,19,36,6,72
296,150,28,56,66,92
378,152,97,16,39,87
279,141,36,30,75,70
338,158,87,68,3,92
221,82,56,19,7,1
225,120,51,28,41,44
372,134,33,71,30,58
231,102,77,14,11,14
236,77,43,25,9,81
352,172,98,18,56,51
125,33,6,9,18,14
429,210,59,57,94,87
398,152,43,88,21,86
196,115,25,9,81,15
238,128,57,60,11,95
382,222,62,77,83,17
222,88,49,5,34,5
325,174,96,67,11,84
322,155,68,84,3,13
244,91,31,55,5,31
199,128,54,0,74,8
167,112,22,13,77,44
281,127,11,62,54,60
194,77,4,41,32,78
235,97,19,77,1,20
135,75,14,34,27,2
299,171,75,18,78,10
227,72,15,8,49,69
447,195,92,46,57,70
218,84,11,65,8,54
302,116,12,92,12,70
258,178,79,16,83,17
282,141,16,98,27,30
380,114,34,43,37,93
424,229,49,88,92,73
280,94,51,15,28,60
356,104,0,58,46,89
311,82,29,14,39,85
316,177,68,33,76,94
228,85,28,15,42,40
286,169,12,74,83,22
361,222,68,57,97,63
236,161,24,99,38,25
329,215,99,24,92,66
235,112,8,78,26,7
256,66,2,16,48,58
301,115,9,76,30,57
297,176,37,73,66,43
386,169,4,66,99,92
311,171,50,49,72,33
313,158,41,69,48,70
207,89,33,36,20,83
340,149,53,81,15,58
405,207,67,97,43,47
364,200,56,46,98,62
295,137,28,85,24,57
301,134,49,36,49,79
213,103,4,49,50,69
380,125,16,18,91,97
285,149,43,48,58,45
415,191,72,85,34,84
289,105,23,25,57,98
379,265,98,79,88,11
380,163,18,67,78,80
367,171,82,46,43,76
267,126,67,30,29,17
333,135,65,9,61,86
349,257,86,86,85,43
347,167,81,49,37,85
273,156,81,51,24,68
287,137,48,34,55,95
326,82,6,18,58,95
308,161,48,83,30,24
230,79,45,4,30,45
338,160,64,40,56,22
190,124,52,66,6,7
262,236,62,92,82,8
261,108,11,32,65,35
409,190,79,67,44,64
243,92,17,59,16,18
165,133,33,57,43,1
315,100,87,5,8,72
401,157,3,63,91,90
324,103,6,15,82,75
400,215,53,96,66,30
257,69,9,24,36,91
201,92,4,75,13,4
288,208,79,46,83,4
285,97,26,14,57,16
311,164,4,90,70,28
256,144,19,79,46,75
280,140,84,19,37,90
244,129,43,44,42,17
411,164,46,95,23,82
397,242,68,93,81,80
235,151,81,55,15,30
432,227,40,98,89,89
225,105,44,40,21,8
273,95,45,45,5,50
256,153,86,35,32,42
319,113,75,24,14,10
221,189,45,56,88,18
333,191,16,94,81,35
381,209,80,49,80,32
216,86,46,27,13,49
180,52,0,3,49,66
324,192,27,83,82,32
208,101,12,65,24,56
307,104,68,25,11,55
292,136,39,62,35,24
223,122,92,24,6,36
256,137,41,49,47,56
313,156,64,83,9,59
255,127,15,29,83,38
306,185,70,32,83,28
369,186,72,59,55,81
387,171,93,62,16,39
306,93,5,18,70,69
217,94,2,29,63,77
333,152,54,73,25,82
345,205,37,91,77,41
290,107,35,72,0,76
254,88,66,4,18,40
296,168,62,99,7,0
294,97,19,60,18,36
325,173,81,11,81,81
231,140,51,74,15,5
218,121,14,19,88,11
279,141,9,84,48,87
316,114,2,15,97,89
373,168,98,40,30,79
369,215,85,52,78,5
256,139,35,6,98,7
317,166,76,44,46,42
257,107,21,72,14,45
194,138,76,7,55,9
212,150,43,15,92,3
331,170,69,39,62,38
268,111,29,19,63,47
334,139,69,68,2,40
283,195,96,80,19,4
294,113,24,23,66,54
351,165,77,67,21,44
355,153,18,53,82,95
450,223,82,74,67,35
225,79,3,11,65,81
285,131,0,41,90,19
420,166,71,9,86,94
263,152,70,63,19,47
317,115,7,12,96,61
275,174,60,81,33,29
334,118,83,7,28,68
323,201,33,80,88,3
386,177,96,33,48,60
282,133,83,43,7,82
179,115,6,73,36,22
298,85,52,7,26,71
255,144,43,94,7,35
357,188,69,20,99,39
294,169,78,76,15,75
416,197,51,84,62,64
285,120,48,52,20,7
360,189,51,52,86,91
152,124,50,71,3,16
336,200,94,63,43,32
244,89,11,25,53,60
191,123,22,84,17,12
426,194,92,52,50,74
244,203,42,94,67,5
339,200,71,37,92,18
344,103,89,9,5,80
276,127,17,12,98,4
360,228,85,81,62,22
307,149,62,4,83,4
167,72,34,38,0,51
234,101,77,3,21,52
189,91,66,16,9,46
220,46,9,35,2,78
337,192,35,93,64,68
230,151,49,45,57,72
203,59,12,19,28,65
332,224,99,43,82,67
247,95,31,40,24,22
201,115,2,83,30,73
223,124,18,12,94,17
258,60,36,10,14,96
332,103,41,22,40,94
372,185,66,90,29,39
279,211,85,76,50,4
305,170,14,75,81,75
179,129,35,74,20,7
181,101,86,5,10,29
308,135,27,86,22,66
310,134,8,37,89,75
262,121,31,72,18,29
408,197,25,82,90,79
249,122,65,24,33,67
192,126,24,46,56,46
186,117,70,0,47,12
307,155,33,26,96,33
278,117,25,44,48,91
246,112,48,2,62,22
259,80,23,35,22,14
296,95,12,68,15,92
265,211,84,79,48,4
270,143,65,9,69,20
265,172,76,9,87,39
331,243,68,90,85,55
173,96,37,53,6,13
355,163,73,65,25,40
225,77,47,15,15,56
344,178,87,37,54,78
350,175,54,75,46,54
302,159,49,97,13,87
376,181,75,8,98,42
415,183,91,83,9,84
308,113,45,14,54,80
283,131,29,78,24,20
205,101,33,40,28,27
299,195,87,31,77,79
243,138,81,27,30,19
284,162,62,37,63,71
306,121,7,69,45,22
183,46,16,24,6,52
298,231,93,74,64,27
274,139,26,37,76,86
316,138,38,97,3,23
181,88,26,4,58,58
220,129,78,23,28,21
348,110,97,12,1,95
276,162,46,47,69,53
310,139,57,51,31,28
205,144,47,96,1,32
273,36,23,8,5,80
296,193,63,77,53,18
391,184,65,82,37,66
285,117,10,76,31,28
304,88,62,9,17,85
266,163,68,94,1,0
413,243,64,94,85,15
529,262,96,71,95,95
442,226,93,53,80,31
369,160,72,39,49,78
269,127,67,0,60,6
229,135,38,5,92,26
352,160,87,27,46,22
321,114,60,47,7,78
341,218,97,53,68,72
325,197,52,80,65,42
281,142,86,13,43,33
194,94,20,19,55,39
216,151,61,19,71,24
309,203,74,36,93,21
212,150,14,48,88,27
313,123,6,43,74,98
159,102,34,53,15,0
198,45,0,24,21,63
358,191,82,35,74,8
244,141,55,57,29,21
346,88,1,80,7,96
422,268,98,71,99,93
304,272,99,76,97,8
226,118,4,68,46,12
360,248,97,63,88,19
476,254,74,89,91,82
226,120,81,31,8,23
323,186,98,3,85,75
376,188,92,56,40,69
200,106,85,18,3,10
424,232,54,96,82,60
248,145,37,95,13,26
398,197,35,67,95,72
199,104,79,25,0,12
237,87,22,37,28,27
395,176,90,11,75,70
282,105,7,29,69,68
362,213,98,82,33,62
304,227,86,65,76,12
218,87,54,4,29,63
393,260,65,98,97,24
258,120,9,63,48,56
317,157,98,50,9,33
317,134,28,99,7,58
418,171,66,94,11,63
300,197,64,51,82,23
407,227,71,87,69,25
295,159,39,61,59,36
350,245,96,82,67,31
365,200,34,71,95,55
451,187,83,26,78,72
225,84,56,24,4,3
181,125,80,13,32,11
345,185,94,32,59,97
218,99,16,4,79,18
357,155,69,39,47,94
227,133,57,38,38,32
261,150,77,28,45,69
244,121,48,10,63,84
193,92,28,10,54,35
377,188,37,58,93,78
322,185,86,12,87,62
203,84,19,4,61,28
223,99,0,71,28,18
219,119,52,52,15,0
297,61,33,26,2,99
330,146,45,75,26,26
186,68,8,53,7,89
192,106,26,78,2,31
291,192,44,84,64,30
320,207,76,80,51,76
276,175,50,42,83,74
324,182,68,28,86,86
295,112,70,34,8,88
305,215,67,76,72,50
291,180,67,81,32,35
305,115,44,59,12,92
358,210,80,40,90,88
232,159,87,68,4,27
293,74,9,23,42,72
274,160,19,90,51,11
326,132,19,43,70,22
236,158,80,72,6,33
345,164,80,53,31,80
398,166,84,15,67,71
213,41,40,1,0,69
237,81,46,2,33,84
177,93,13,60,20,27
197,79,24,38,17,46
274,171,70,87,14,62
321,162,81,43,38,46
311,140,51,31,58,77
266,202,71,77,54,38
366,164,81,61,22,58
206,98,41,55,2,52
223,127,85,34,8,9
330,201,65,88,48,69
262,113,17,61,35,94
283,121,6,72,43,93
301,204,42,80,82,52
186,86,39,15,32,74
375,140,62,4,74,56
245,148,94,47,7,29
413,213,72,80,61,86
184,92,66,13,13,68
258,90,3,7,80,44
388,189,92,1,96,63
262,123,58,3,62,42
300,172,0,86,86,40
168,94,81,9,4,44
412,276,93,93,90,12
350,200,55,62,83,22
293,206,90,45,71,4
255,83,46,11,26,72
324,135,74,12,49,45
170,70,1,37,32,7
197,109,14,54,41,18
387,193,24,82,87,17
229,44,11,26,7,66
289,182,54,47,81,80
296,154,61,32,61,13
438,227,93,92,42,86
355,143,9,61,73,96
297,139,57,29,53,58
246,157,13,77,67,20
278,79,8,23,48,67
279,92,63,22,7,92
284,181,98,38,45,16
243,150,54,54,42,8
208,104,65,2,37,6
280,131,42,4,85,41
268,155,9,99,47,80
332,173,68,57,48,65
376,176,98,37,41,89
248,72,25,20,27,32
299,145,73,55,17,52
368,184,68,52,64,23
224,60,49,8,3,37
229,101,64,12,25,21
391,197,74,98,25,54
386,219,56,96,67,78
312,150,83,12,55,35
265,205,77,68,60,0
378,186,33,72,81,57
283,143,45,2,96,77
241,165,34,53,78,9
299,153,50,27,76,89
301,138,33,18,87,80
274,147,85,39,23,22
309,147,72,13,62,71
195,98,1,14,83,4
218,90,18,57,15,56
378,204,36,71,97,86
283,114,36,11,67,43
212,120,46,67,7,9
235,144,37,43,64,57
356,206,60,55,91,55
320,178,23,70,85,2
211,111,44,45,22,50
400,283,91,95,97,60
406,225,81,47,97,98
248,104,41,22,41,52
268,184,14,97,73,18
230,139,4,65,70,49
368,223,64,75,84,3
312,141,89,45,7,77
297,183,71,48,64,97
204,89,68,10,11,17
381,199,27,85,87,59
273,199,86,83,30,4
340,156,8,64,84,95
283,196,59,61,76,10
307,217,65,84,68,23
274,124,0,85,39,14
195,41,29,9,3,40
311,121,72,4,45,74
280,127,62,44,21,33
406,286,95,99,92,98
272,155,75,76,4,53
330,230,66,94,70,41
275,113,15,76,22,99
315,159,95,62,2,51
226,164,86,38,40,7
214,68,7,27,34,56
406,258,99,80,79,70
391,167,47,98,22,76
245,119,3,75,41,71
302,162,95,59,8,58
190,110,41,13,56,39
225,170,60,79,31,17
398,174,61,16,97,84
175,89,6,38,45,18
376,129,0,83,46,85
305,169,80,13,76,34
339,168,66,67,35,48
352,142,26,21,95,90
287,157,69,44,44,25
290,138,43,0,95,36
332,160,44,19,97,92
343,104,37,66,1,88
268,113,35,53,25,74
268,136,68,63,5,49
230,114,27,4,83,6
261,116,97,13,6,47
431,192,34,97,61,86
346,231,62,99,70,62
231,151,26,96,29,55
248,50,10,2,38,54
355,217,92,64,61,51
389,152,65,6,81,85
288,110,29,32,49,47
190,104,53,6,45,29
326,134,56,58,20,21
253,160,81,33,46,30
257,130,19,99,12,17
257,86,71,6,9,88
273,189,50,44,95,2
279,95,2,67,26,73
327,161,28,88,45,85
408,219,59,64,96,46
332,236,79,74,83,41
283,148,60,37,51,26
274,156,7,87,62,22
250,104,30,9,65,83
379,194,52,81,61,70
372,203,96,76,31,77
243,127,95,32,0,57
344,156,44,87,25,94
265,123,33,53,37,74
182,52,8,38,6,41
457,228,93,65,70,92
211,107,39,38,30,17
265,76,54,3,19,26
321,152,70,20,62,93
438,235,99,44,92,79
392,195,26,79,90,84
260,149,22,39,88,46
226,112,93,15,4,2
264,113,62,21,30,34
352,102,41,19,42,83
342,210,40,81,89,23
207,123,44,17,62,50
370,244,81,77,86,36
437,188,13,79,96,94
220,155,62,21,72,2
320,151,49,20,82,75
242,44,13,9,22,43
207,58,31,6,21,43
191,104,19,75,10,23
253,87,12,75,0,57
303,157,27,80,50,54
280,157,94,11,52,31
249,130,47,14,69,99
322,129,22,59,48,80
244,122,7,33,82,12
283,175,66,12,97,18
350,154,91,61,2,94
362,187,41,95,51,20
213,89,13,19,57,29
394,175,97,1,77,66
301,148,69,43,36,34
271,179,32,92,55,38
302,155,53,23,79,13
274,184,57,98,29,26
336,214,88,61,65,21
169,83,18,36,29,3
298,180,94,57,29,56
230,69,33,31,5,54
305,180,82,21,77,90
322,212,46,91,75,14
179,43,13,14,16,17
354,178,84,20,74,73
350,183,84,86,13,93
270,173,37,79,57,41
284,117,51,5,61,78
376,169,86,14,69,51
262,178,51,82,45,5
334,172,68,37,67,4
161,86,36,9,41,54
245,129,13,61,55,32
301,217,76,82,59,10
242,70,29,25,16,77
357,104,29,64,11,97
284,131,29,90,12,90
392,138,13,64,61,84
228,188,69,85,34,15
245,63,12,0,51,9
271,126,32,37,57,61
393,147,65,62,20,85
369,229,86,56,87,36
281,92,24,51,17,67
263,141,25,30,86,18
327,185,52,86,47,2
330,158,92,2,64,81
342,185,56,34,95,31
181,46,25,4,17,54
232,93,22,29,42,59
255,123,24,88,11,48
365,185,15,92,78,0
296,125,75,38,12,26
314,140,49,59,32,37
240,121,37,49,35,9
352,220,71,84,65,75
444,228,59,82,87,78
284,144,69,22,53,31
458,229,94,92,43,66
362,152,75,1,76,72
208,145,33,68,44,21
255,142,52,29,61,35
311,129,35,71,23,69
317,162,98,58,6,63
186,113,49,24,40,3
301,189,40,53,96,23
251,83,0,37,46,86
289,154,51,34,69,49
374,189,92,36,61,62
394,249,75,76,98,85
334,170,65,43,62,61
144,93,31,4,58,19
407,177,28,93,56,87
226,99,34,36,29,43
403,186,63,78,45,91
283,103,8,39,56,6
286,146,60,30,56,72
357,110,92,7,11,75
274,196,38,82,76,32
351,156,76,66,14,79
326,165,97,21,47,46
174,32,12,18,2,50
157,105,64,12,29,13
244,93,16,46,31,6
290,167,60,84,23,33
302,209,78,82,49,75
175,87,13,42,32,17
270,120,50,48,22,48
274,82,36,42,4,62
331,237,71,76,90,64
364,227,95,69,63,40
219,105,1,14,90,8
132,59,22,32,5,27
293,132,37,94,1,87
211,93,87,5,1,8
335,184,19,96,69,71
199,87,11,37,39,86
370,183,47,47,89,49
317,196,48,79,69,48
337,179,60,38,81,62
372,192,66,81,45,88
364,197,75,50,72,86
361,152,35,57,60,85
309,117,7,35,75,73
351,117,2,30,85,59
301,154,39,81,34,96
276,129,32,39,58,37
308,102,50,33,19,64
298,116,35,49,32,42
299,197,78,36,83,77
196,75,11,34,30,15
224,132,52,1,79,22
406,213,72,75,66,39
241,96,0,3,93,93
328,183,63,36,84,35
281,238,98,58,82,20
291,96,20,68,8,43
316,141,32,37,72,27
390,227,69,74,84,18
414,224,56,74,94,41
258,107,42,23,42,51
348,145,44,61,40,85
258,101,52,32,17,39
387,219,64,91,64,80
299,136,32,91,13,51
298,196,59,57,80,1
312,171,70,30,71,6
353,129,59,2,68,88
275,97,0,23,74,78
406,234,79,93,62,56
283,96,22,27,47,95
428,200,68,75,57,97
424,207,91,44,72,96
361,210,58,87,65,42
336,133,30,41,62,70
246,92,39,31,22,29
289,125,56,8,61,5
393,285,94,97,94,6
365,190,90,97,3,90
275,244,64,95,85,15
402,242,54,93,95,64
227,110,7,27,76,52
277,116,15,30,71,84
332,207,46,90,71,33
262,87,31,27,29,62
239,122,27,8,87,83
279,172,33,92,47,52
251,85,31,31,23,74
339,117,32,80,5,91
378,148,29,57,62,74
404,216,78,57,81,51
279,91,60,28,3,86
289,146,10,82,54,41
243,112,50,51,11,31
348,180,94,36,50,17
243,142,42,28,72,27
239,126,69,29,28,2
221,111,75,0,36,24
184,57,35,18,4,43
267,137,49,44,44,89
170,76,8,22,46,65
259,87,2,74,11,69
314,241,49,97,95,35
391,155,19,76,60,50
306,155,67,55,33,32
319,119,25,47,47,63
196,88,4,23,61,1
204,115,12,90,13,55
168,57,10,24,23,34
377,183,43,83,57,78
334,129,45,3,81,84
452,210,64,99,47,71
206,137,72,35,30,37
265,191,57,58,76,51
245,98,45,33,20,74
320,152,68,67,17,58
459,262,99,70,93,18
290,113,45,31,37,92
271,130,6,36,88,32
323,224,94,59,71,14
381,189,96,59,34,87
277,197,91,75,31,21
242,104,45,46,13,36
438,178,51,41,86,81
312,154,45,10,99,96
354,240,72,72,96,68
268,111,44,9,58,99
173,76,49,24,3,5
270,135,72,19,44,38
374,193,60,73,60,7
319,107,20,40,47,27
364,230,87,67,76,89
192,22,8,9,5,12
257,123,38,12,73,71
167,29,24,4,1,26
303,242,80,78,84,34
180,63,2,20,41,15
411,253,81,75,97,59
365,208,88,65,55,52
275,119,11,31,77,45
144,94,0,36,58,12
369,170,81,20,69,85
225,135,62,57,16,52
257,120,3,33,84,10
184,53,36,15,2,19
363,165,25,71,69,62
371,189,62,99,28,82
311,129,88,11,30,21
346,264,95,98,71,26
309,182,33,75,74,7
285,179,70,98,11,18
243,100,20,11,69,74
162,49,15,25,9,8
184,87,10,43,34,3
382,174,21,59,94,86
334,234,90,50,94,54
328,214,75,62,77,16
329,123,44,54,25,89
313,215,78,63,74,11
235,106,2,56,48,58
331,195,52,81,62,46
399,145,38,94,13,77
365,142,72,55,15,85
243,157,79,75,3,39
207,89,13,50,26,1
150,90,6,59,25,25
222,79,35,20,24,68
308,138,24,80,34,12
324,105,3,25,77,70
334,140,21,96,23,74
322,175,31,54,90,55
186,107,17,29,61,46
235,77,63,4,10,92
311,153,16,95,42,52
280,197,56,84,57,56
174,84,16,41,27,20
268,137,40,57,40,77
319,198,29,86,83,33
377,196,3,97,96,89
432,237,95,59,83,89
285,180,23,92,65,40
239,135,8,66,61,4
335,201,83,68,50,43
239,118,87,16,15,26
293,147,42,14,91,57
298,131,15,93,23,40
246,58,48,8,2,77
302,172,62,61,49,20
329,199,65,86,48,56
353,209,66,67,76,98
268,108,14,49,45,46
210,95,46,16,33,37
378,212,69,47,96,5
258,160,94,54,12,59
267,150,27,59,64,90
380,199,84,43,72,69
237,115,63,37,15,6
275,182,26,78,78,42
450,189,9,93,87,96
300,105,59,0,46,77
430,244,91,94,59,14
290,116,63,31,22,91
241,98,16,61,21,90
302,176,50,37,89,25
308,134,67,36,31,72
343,146,44,58,44,86
334,153,16,38,99,83
259,156,64,63,29,10
274,165,64,94,7,39
370,225,84,79,62,97
301,144,43,70,31,31
392,155,54,16,85,84
285,150,93,37,20,68
330,144,25,70,49,42
210,137,35,77,25,12
368,188,43,91,54,6
366,223,73,78,72,77
349,79,4,51,24,99
299,186,37,62,87,10
341,185,81,63,41,62
210,81,31,8,42,7
246,134,60,14,60,49
305,98,26,3,69,79
262,125,87,11,27,59
389,200,62,66,72,76
383,175,73,31,71,73
219,130,50,75,5,20
219,164,94,5,65,18
280,158,21,85,52,38
327,219,61,85,73,54
284,168,89,13,66,30
225,138,45,18,75,61
344,129,16,80,33,79
284,115,9,66,40,22
242,107,64,19,24,61
234,95,44,34,17,74
409,212,77,77,58,33
365,226,76,68,82,59
333,126,23,4,99,58
345,140,63,56,21,37
228,80,6,60,14,42
315,218,71,63,84,34
347,164,70,50,44,83
356,172,41,72,59,33
287,172,75,72,25,41
127,96,48,21,27,11
306,163,90,1,72,20
396,211,86,37,88,35
267,126,44,20,62,38
283,113,0,99,14,4
207,110,20,30,60,40
390,200,94,57,49,32
292,188,15,78,95,55
368,212,84,34,94,43
366,136,30,9,97,83
308,216,81,51,84,2
408,158,58,49,51,83
248,46,12,33,1,96
291,165,96,40,29,6
371,194,56,53,85,97
278,171,65,92,14,7
213,133,0,91,42,24
303,115,15,35,65,98
243,118,81,20,17,84
169,57,28,29,0,57
340,121,39,0,82,47
383,174,51,57,66,72
316,168,94,4,70,6
317,81,2,30,49,68
259,67,15,15,37,9
332,150,74,11,65,87
243,105,9,30,66,82
226,62,3,16,43,84
264,95,11,70,14,8
348,187,50,44,93,82
339,167,35,66,66,97
281,177,60,19,98,86
371,102,34,18,50,85
346,212,86,32,94,42
309,107,28,64,15,64
339,222,81,74,67,20
283,213,65,88,60,9
260,205,30,91,84,47
375,189,52,70,67,98
242,78,32,39,7,20
283,145,27,57,61,43
349,183,32,78,73,58
262,153,84,35,34,74
269,54,41,6,7,97
369,217,77,49,91,57
259,107,21,36,50,4
344,125,46,27,52,97
286,67,10,38,19,98
278,155,63,90,2,76
255,82,22,6,54,37
214,69,61,2,6,28
348,143,60,53,30,86
293,135,12,41,82,43
269,158,20,46,92,42
310,169,62,85,22,28
374,146,25,68,53,86
286,173,85,0,88,17
420,190,35,89,66,84
314,156,1,57,98,90
307,112,26,57,29,75
360,160,66,45,49,20
280,139,48,65,26,37
220,141,68,54,19,42
229,105,0,17,88,27
340,189,76,93,20,23
303,141,7,65,69,83
362,115,20,25,70,75
353,203,58,57,88,51
246,94,63,10,21,59
392,211,79,78,54,22
393,176,27,57,92,49
362,143,86,35,22,95
376,141,83,6,52,90
408,199,66,96,37,56
318,99,83,13,3,79
398,156,81,67,8,99
263,143,81,0,62,11
429,199,66,44,89,67
351,184,74,50,60,43
268,138,64,50,24,39
254,95,85,2,8,35
255,143,47,96,0,77
341,156,38,97,21,77
340,196,10,88,98,63
310,210,59,99,52,57
276,137,35,61,41,55
433,257,80,97,80,64
347,168,43,40,85,59
260,67,26,30,11,43
173,108,12,74,22,12
367,189,33,67,89,83
234,175,29,66,80,29
239,135,67,18,50,67
358,120,61,12,47,71
331,112,58,8,46,90
298,134,24,98,12,29
209,121,26,46,49,16
244,151,7,97,47,19
132,60,4,46,10,19
245,93,1,3,89,21
305,151,0,94,57,84
251,101,68,14,19,98
434,240,56,90,94,30
320,188,1,91,96,11
103,65,10,42,13,11
219,92,27,23,42,77
260,150,83,31,36,4
187,105,42,30,33,16
335,190,80,27,83,17
460,190,94,11,85,90
217,165,71,6,88,20
